"","Municipio","Mesa","Cargo","Lista","Votos","VE","Year","Circuito"
"23451","SALTA",3011,"DIPUTADO","PJ - FRE.JU.VI.",45,"1",2007,"1B"
"23456","SALTA",3011,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",12,"1",2007,"1B"
"23462","SALTA",3011,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",23,"1",2007,"1B"
"23464","SALTA",3011,"GOBERNADOR","PARTIDO HUMANISTA",0,"1",2007,"1B"
"23465","SALTA",3011,"DIPUTADO","PARTIDO HUMANISTA",0,"1",2007,"1B"
"23474","SALTA",3011,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"1B"
"23475","SALTA",3011,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"1B"
"23478","SALTA",3011,"DIPUTADO","FRENTE GRANDE",13,"1",2007,"1B"
"23493","SALTA",3011,"DIPUTADO","CORRIENTE PATRIA LIBRE",10,"1",2007,"1B"
"23502","SALTA",3011,"DIPUTADO","UNION VICTORIA POPULAR",4,"1",2007,"1B"
"23505","GENERAL GUEMES",1409,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"12C"
"23512","GENERAL GUEMES",1409,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"12C"
"23513","GENERAL GUEMES",1409,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"12C"
"23516","GENERAL GUEMES",1409,"DIPUTADO","FRENTE GRANDE",29,"0",2007,"12C"
"23541","GENERAL GUEMES",1409,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"12C"
"23542","GENERAL GUEMES",1409,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"12C"
"23545","GENERAL GUEMES",1409,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",98,"0",2007,"12C"
"23546","GENERAL GUEMES",1409,"GOBERNADOR","PARTIDO DEL OBRERO",1,"0",2007,"12C"
"23547","GENERAL GUEMES",1409,"DIPUTADO","PARTIDO DEL OBRERO",1,"0",2007,"12C"
"23549","GENERAL GUEMES",1409,"GOBERNADOR","PARTIDO NUEVA GENERACION",1,"0",2007,"12C"
"23552","GENERAL GUEMES",1409,"GOBERNADOR","PROPUESTA SALTENA",4,"0",2007,"12C"
"23553","GENERAL GUEMES",1409,"DIPUTADO","PROPUESTA SALTENA",3,"0",2007,"12C"
"23562","GENERAL GUEMES",1409,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",121,"0",2007,"12C"
"23563","GENERAL GUEMES",1409,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",36,"0",2007,"12C"
"23565","GENERAL GUEMES",1409,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",1,"0",2007,"12C"
"23566","GENERAL GUEMES",1409,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",1,"0",2007,"12C"
"23567","GENERAL GUEMES",1409,"GOBERNADOR","CONCERTACION SALTENA",12,"0",2007,"12C"
"23568","GENERAL GUEMES",1409,"DIPUTADO","CONCERTACION SALTENA",19,"0",2007,"12C"
"23580","GENERAL GUEMES",1409,"GOBERNADOR","VOTOS EN BLANCO",30,"0",2007,"12C"
"23581","GENERAL GUEMES",1409,"DIPUTADO","VOTOS EN BLANCO",53,"0",2007,"12C"
"23614","SALTA",3011,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"1B"
"23615","SALTA",3011,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"1B"
"23619","SALTA",3011,"GOBERNADOR","PARTIDO DEL OBRERO",3,"1",2007,"1B"
"23620","SALTA",3011,"DIPUTADO","PARTIDO DEL OBRERO",13,"1",2007,"1B"
"23623","SALTA",3011,"DIPUTADO","VECINOS UNIDOS",4,"1",2007,"1B"
"23625","SALTA",3011,"GOBERNADOR","PARTIDO NUEVA GENERACION",12,"1",2007,"1B"
"23626","SALTA",3011,"DIPUTADO","PARTIDO NUEVA GENERACION",12,"1",2007,"1B"
"23631","SALTA",3011,"GOBERNADOR","PROPUESTA SALTENA",27,"1",2007,"1B"
"23632","SALTA",3011,"DIPUTADO","PROPUESTA SALTENA",38,"1",2007,"1B"
"23640","SALTA",3011,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",89,"1",2007,"1B"
"23641","SALTA",3011,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",35,"1",2007,"1B"
"23644","SALTA",3011,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",5,"1",2007,"1B"
"23645","SALTA",3011,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",7,"1",2007,"1B"
"23648","SALTA",3011,"GOBERNADOR","CONCERTACION SALTENA",15,"1",2007,"1B"
"23649","SALTA",3011,"DIPUTADO","CONCERTACION SALTENA",18,"1",2007,"1B"
"23661","SALTA",3011,"GOBERNADOR","VOTOS EN BLANCO",12,"1",2007,"1B"
"23662","SALTA",3011,"DIPUTADO","VOTOS EN BLANCO",44,"1",2007,"1B"
"23695","SALTA",1025,"GOBERNADOR","PJ - FRE.JU.VI.",103,"1",2007,"1E"
"23696","SALTA",1025,"DIPUTADO","PJ - FRE.JU.VI.",80,"1",2007,"1E"
"23701","SALTA",1025,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",1,"1",2007,"1E"
"23707","SALTA",1025,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",9,"1",2007,"1E"
"23709","SALTA",1025,"GOBERNADOR","PARTIDO HUMANISTA",0,"1",2007,"1E"
"23710","SALTA",1025,"DIPUTADO","PARTIDO HUMANISTA",0,"1",2007,"1E"
"23719","SALTA",1025,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"1E"
"23720","SALTA",1025,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"1E"
"23723","SALTA",1025,"DIPUTADO","FRENTE GRANDE",16,"1",2007,"1E"
"23738","SALTA",1025,"DIPUTADO","CORRIENTE PATRIA LIBRE",31,"1",2007,"1E"
"23747","SALTA",1025,"DIPUTADO","UNION VICTORIA POPULAR",9,"1",2007,"1E"
"23751","SALTA",1025,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"1E"
"23752","SALTA",1025,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"1E"
"23756","SALTA",1025,"GOBERNADOR","PARTIDO DEL OBRERO",13,"1",2007,"1E"
"23757","SALTA",1025,"DIPUTADO","PARTIDO DEL OBRERO",20,"1",2007,"1E"
"23760","SALTA",1025,"DIPUTADO","VECINOS UNIDOS",5,"1",2007,"1E"
"23762","SALTA",1025,"GOBERNADOR","PARTIDO NUEVA GENERACION",5,"1",2007,"1E"
"23763","SALTA",1025,"DIPUTADO","PARTIDO NUEVA GENERACION",6,"1",2007,"1E"
"23769","GENERAL GUEMES",1412,"GOBERNADOR","PJ - FRE.JU.VI.",127,"0",2007,"12C"
"23770","GENERAL GUEMES",1412,"DIPUTADO","PJ - FRE.JU.VI.",61,"0",2007,"12C"
"23778","GENERAL GUEMES",1412,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"12C"
"23785","GENERAL GUEMES",1412,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"12C"
"23786","GENERAL GUEMES",1412,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"12C"
"23789","GENERAL GUEMES",1412,"DIPUTADO","FRENTE GRANDE",43,"0",2007,"12C"
"23814","GENERAL GUEMES",1412,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"0",2007,"12C"
"23815","GENERAL GUEMES",1412,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",1,"0",2007,"12C"
"23818","GENERAL GUEMES",1412,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",100,"0",2007,"12C"
"23819","GENERAL GUEMES",1412,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"12C"
"23820","GENERAL GUEMES",1412,"DIPUTADO","PARTIDO DEL OBRERO",0,"0",2007,"12C"
"23822","GENERAL GUEMES",1412,"GOBERNADOR","PARTIDO NUEVA GENERACION",1,"0",2007,"12C"
"23825","GENERAL GUEMES",1412,"GOBERNADOR","PROPUESTA SALTENA",1,"0",2007,"12C"
"23826","GENERAL GUEMES",1412,"DIPUTADO","PROPUESTA SALTENA",1,"0",2007,"12C"
"23835","GENERAL GUEMES",1412,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",126,"0",2007,"12C"
"23836","GENERAL GUEMES",1412,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",24,"0",2007,"12C"
"23838","GENERAL GUEMES",1412,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",3,"0",2007,"12C"
"23839","GENERAL GUEMES",1412,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",2,"0",2007,"12C"
"23840","GENERAL GUEMES",1412,"GOBERNADOR","CONCERTACION SALTENA",8,"0",2007,"12C"
"23841","GENERAL GUEMES",1412,"DIPUTADO","CONCERTACION SALTENA",18,"0",2007,"12C"
"23853","GENERAL GUEMES",1412,"GOBERNADOR","VOTOS EN BLANCO",30,"0",2007,"12C"
"23854","GENERAL GUEMES",1412,"DIPUTADO","VOTOS EN BLANCO",47,"0",2007,"12C"
"23859","SALTA",1025,"GOBERNADOR","PROPUESTA SALTENA",13,"1",2007,"1E"
"23860","SALTA",1025,"DIPUTADO","PROPUESTA SALTENA",10,"1",2007,"1E"
"23868","SALTA",1025,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",95,"1",2007,"1E"
"23869","SALTA",1025,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",30,"1",2007,"1E"
"23872","SALTA",1025,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",3,"1",2007,"1E"
"23873","SALTA",1025,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",3,"1",2007,"1E"
"23876","SALTA",1025,"GOBERNADOR","CONCERTACION SALTENA",7,"1",2007,"1E"
"23877","SALTA",1025,"DIPUTADO","CONCERTACION SALTENA",7,"1",2007,"1E"
"23889","SALTA",1025,"GOBERNADOR","VOTOS EN BLANCO",9,"1",2007,"1E"
"23890","SALTA",1025,"DIPUTADO","VOTOS EN BLANCO",22,"1",2007,"1E"
"23923","APOLINARIO SARAVIA",1473,"GOBERNADOR","PJ - FRE.JU.VI.",115,"0",2007,"22B"
"23924","APOLINARIO SARAVIA",1473,"SENADOR","PJ - FRE.JU.VI.",53,"0",2007,"22B"
"23932","APOLINARIO SARAVIA",1473,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"22B"
"23939","APOLINARIO SARAVIA",1473,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"22B"
"23962","APOLINARIO SARAVIA",1473,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"22B"
"23963","APOLINARIO SARAVIA",1473,"SENADOR","MOVIMIENTO REGIONAL DEL PUEBLO",69,"0",2007,"22B"
"23966","APOLINARIO SARAVIA",1473,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"22B"
"23967","APOLINARIO SARAVIA",1473,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"22B"
"23970","APOLINARIO SARAVIA",1473,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"22B"
"23979","APOLINARIO SARAVIA",1473,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",52,"0",2007,"22B"
"23980","APOLINARIO SARAVIA",1473,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",39,"0",2007,"22B"
"23983","APOLINARIO SARAVIA",1473,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"22B"
"23984","APOLINARIO SARAVIA",1473,"GOBERNADOR","CONCERTACION SALTENA",0,"0",2007,"22B"
"23985","APOLINARIO SARAVIA",1473,"SENADOR","CONCERTACION SALTENA",0,"0",2007,"22B"
"23997","APOLINARIO SARAVIA",1473,"GOBERNADOR","VOTOS EN BLANCO",14,"0",2007,"22B"
"23998","APOLINARIO SARAVIA",1473,"SENADOR","VOTOS EN BLANCO",20,"0",2007,"22B"
"24032","APOLINARIO SARAVIA",1475,"GOBERNADOR","PJ - FRE.JU.VI.",114,"0",2007,"22C"
"24033","APOLINARIO SARAVIA",1475,"SENADOR","PJ - FRE.JU.VI.",36,"0",2007,"22C"
"24041","APOLINARIO SARAVIA",1475,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"22C"
"24048","APOLINARIO SARAVIA",1475,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"22C"
"24071","APOLINARIO SARAVIA",1475,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"22C"
"24072","APOLINARIO SARAVIA",1475,"SENADOR","MOVIMIENTO REGIONAL DEL PUEBLO",111,"0",2007,"22C"
"24075","APOLINARIO SARAVIA",1475,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"22C"
"24076","APOLINARIO SARAVIA",1475,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"22C"
"24079","APOLINARIO SARAVIA",1475,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"22C"
"24088","APOLINARIO SARAVIA",1475,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",40,"0",2007,"22C"
"24089","APOLINARIO SARAVIA",1475,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",4,"0",2007,"22C"
"24092","APOLINARIO SARAVIA",1475,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"22C"
"24093","APOLINARIO SARAVIA",1475,"GOBERNADOR","CONCERTACION SALTENA",0,"0",2007,"22C"
"24094","APOLINARIO SARAVIA",1475,"SENADOR","CONCERTACION SALTENA",0,"0",2007,"22C"
"24106","APOLINARIO SARAVIA",1475,"GOBERNADOR","VOTOS EN BLANCO",19,"0",2007,"22C"
"24107","APOLINARIO SARAVIA",1475,"SENADOR","VOTOS EN BLANCO",22,"0",2007,"22C"
"24140","GENERAL GUEMES",3442,"GOBERNADOR","PJ - FRE.JU.VI.",155,"0",2007,"12B"
"24141","GENERAL GUEMES",3442,"DIPUTADO","PJ - FRE.JU.VI.",95,"0",2007,"12B"
"24176","SAN JOSE DE METAN",3468,"GOBERNADOR","PJ - FRE.JU.VI.",65,"1",2007,"15C"
"24177","SAN JOSE DE METAN",3468,"SENADOR","PJ - FRE.JU.VI.",79,"1",2007,"15C"
"24185","SAN JOSE DE METAN",3468,"GOBERNADOR","PARTIDO HUMANISTA",1,"1",2007,"15C"
"24192","SAN JOSE DE METAN",3468,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"15C"
"24219","SAN JOSE DE METAN",3468,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"15C"
"24220","SAN JOSE DE METAN",3468,"GOBERNADOR","PARTIDO DEL OBRERO",0,"1",2007,"15C"
"24223","SAN JOSE DE METAN",3468,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"1",2007,"15C"
"24226","SAN JOSE DE METAN",3468,"GOBERNADOR","PROPUESTA SALTENA",3,"1",2007,"15C"
"24231","SAN JOSE DE METAN",3468,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",184,"1",2007,"15C"
"24232","SAN JOSE DE METAN",3468,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",147,"1",2007,"15C"
"24235","SAN JOSE DE METAN",3468,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"15C"
"24236","SAN JOSE DE METAN",3468,"SENADOR","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"15C"
"24239","SAN JOSE DE METAN",3468,"GOBERNADOR","CONCERTACION SALTENA",0,"1",2007,"15C"
"24240","SAN JOSE DE METAN",3468,"SENADOR","CONCERTACION SALTENA",0,"1",2007,"15C"
"24252","SAN JOSE DE METAN",3468,"GOBERNADOR","VOTOS EN BLANCO",40,"1",2007,"15C"
"24253","SAN JOSE DE METAN",3468,"SENADOR","VOTOS EN BLANCO",76,"1",2007,"15C"
"24286","APOLINARIO SARAVIA",1469,"GOBERNADOR","PJ - FRE.JU.VI.",201,"0",2007,"22A"
"24287","APOLINARIO SARAVIA",1469,"SENADOR","PJ - FRE.JU.VI.",66,"0",2007,"22A"
"24294","GENERAL GUEMES",3442,"GOBERNADOR","PARTIDO HUMANISTA",3,"0",2007,"12B"
"24301","GENERAL GUEMES",3442,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"12B"
"24302","GENERAL GUEMES",3442,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"12B"
"24305","GENERAL GUEMES",3442,"DIPUTADO","FRENTE GRANDE",29,"0",2007,"12B"
"24330","GENERAL GUEMES",3442,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",3,"0",2007,"12B"
"24331","GENERAL GUEMES",3442,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",3,"0",2007,"12B"
"24334","GENERAL GUEMES",3442,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",95,"0",2007,"12B"
"24335","GENERAL GUEMES",3442,"GOBERNADOR","PARTIDO DEL OBRERO",2,"0",2007,"12B"
"24336","GENERAL GUEMES",3442,"DIPUTADO","PARTIDO DEL OBRERO",2,"0",2007,"12B"
"24338","GENERAL GUEMES",3442,"GOBERNADOR","PARTIDO NUEVA GENERACION",3,"0",2007,"12B"
"24341","GENERAL GUEMES",3442,"GOBERNADOR","PROPUESTA SALTENA",3,"0",2007,"12B"
"24342","GENERAL GUEMES",3442,"DIPUTADO","PROPUESTA SALTENA",4,"0",2007,"12B"
"24351","GENERAL GUEMES",3442,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",130,"0",2007,"12B"
"24352","GENERAL GUEMES",3442,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",22,"0",2007,"12B"
"24354","GENERAL GUEMES",3442,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"12B"
"24355","GENERAL GUEMES",3442,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"12B"
"24356","GENERAL GUEMES",3442,"GOBERNADOR","CONCERTACION SALTENA",2,"0",2007,"12B"
"24357","GENERAL GUEMES",3442,"DIPUTADO","CONCERTACION SALTENA",16,"0",2007,"12B"
"24369","GENERAL GUEMES",3442,"GOBERNADOR","VOTOS EN BLANCO",21,"0",2007,"12B"
"24370","GENERAL GUEMES",3442,"DIPUTADO","VOTOS EN BLANCO",56,"0",2007,"12B"
"24403","SALTA",3012,"GOBERNADOR","PJ - FRE.JU.VI.",101,"1",2007,"1B"
"24404","SALTA",3012,"DIPUTADO","PJ - FRE.JU.VI.",51,"1",2007,"1B"
"24409","SALTA",3012,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",2,"1",2007,"1B"
"24415","SALTA",3012,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",26,"1",2007,"1B"
"24417","SALTA",3012,"GOBERNADOR","PARTIDO HUMANISTA",1,"1",2007,"1B"
"24418","SALTA",3012,"DIPUTADO","PARTIDO HUMANISTA",1,"1",2007,"1B"
"24427","SALTA",3012,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",2,"1",2007,"1B"
"24428","SALTA",3012,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",3,"1",2007,"1B"
"24431","SALTA",3012,"DIPUTADO","FRENTE GRANDE",18,"1",2007,"1B"
"24446","SALTA",3012,"DIPUTADO","CORRIENTE PATRIA LIBRE",7,"1",2007,"1B"
"24455","SALTA",3012,"DIPUTADO","UNION VICTORIA POPULAR",3,"1",2007,"1B"
"24459","SALTA",3012,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"1B"
"24460","SALTA",3012,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"1B"
"24464","SALTA",3012,"GOBERNADOR","PARTIDO DEL OBRERO",5,"1",2007,"1B"
"24465","SALTA",3012,"DIPUTADO","PARTIDO DEL OBRERO",10,"1",2007,"1B"
"24468","SALTA",3012,"DIPUTADO","VECINOS UNIDOS",2,"1",2007,"1B"
"24470","SALTA",3012,"GOBERNADOR","PARTIDO NUEVA GENERACION",6,"1",2007,"1B"
"24471","SALTA",3012,"DIPUTADO","PARTIDO NUEVA GENERACION",6,"1",2007,"1B"
"24476","SALTA",3012,"GOBERNADOR","PROPUESTA SALTENA",35,"1",2007,"1B"
"24477","SALTA",3012,"DIPUTADO","PROPUESTA SALTENA",46,"1",2007,"1B"
"24485","SALTA",3012,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",99,"1",2007,"1B"
"24486","SALTA",3012,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",27,"1",2007,"1B"
"24489","SALTA",3012,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",2,"1",2007,"1B"
"24490","SALTA",3012,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",5,"1",2007,"1B"
"24493","SALTA",3012,"GOBERNADOR","CONCERTACION SALTENA",15,"1",2007,"1B"
"24494","SALTA",3012,"DIPUTADO","CONCERTACION SALTENA",21,"1",2007,"1B"
"24506","SALTA",3012,"GOBERNADOR","VOTOS EN BLANCO",12,"1",2007,"1B"
"24507","SALTA",3012,"DIPUTADO","VOTOS EN BLANCO",50,"1",2007,"1B"
"24540","SALTA",1069,"GOBERNADOR","PJ - FRE.JU.VI.",129,"0",2007,"2D"
"24541","SALTA",1069,"DIPUTADO","PJ - FRE.JU.VI.",81,"0",2007,"2D"
"24546","SALTA",1069,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",4,"0",2007,"2D"
"24552","SALTA",1069,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",18,"0",2007,"2D"
"24554","SALTA",1069,"GOBERNADOR","PARTIDO HUMANISTA",2,"0",2007,"2D"
"24555","SALTA",1069,"DIPUTADO","PARTIDO HUMANISTA",2,"0",2007,"2D"
"24564","SALTA",1069,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",2,"0",2007,"2D"
"24565","SALTA",1069,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",2,"0",2007,"2D"
"24568","SALTA",1069,"DIPUTADO","FRENTE GRANDE",34,"0",2007,"2D"
"24585","APOLINARIO SARAVIA",1469,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"22A"
"24592","APOLINARIO SARAVIA",1469,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"22A"
"24615","APOLINARIO SARAVIA",1469,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"22A"
"24616","APOLINARIO SARAVIA",1469,"SENADOR","MOVIMIENTO REGIONAL DEL PUEBLO",157,"0",2007,"22A"
"24619","APOLINARIO SARAVIA",1469,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"22A"
"24620","APOLINARIO SARAVIA",1469,"GOBERNADOR","PARTIDO NUEVA GENERACION",1,"0",2007,"22A"
"24623","APOLINARIO SARAVIA",1469,"GOBERNADOR","PROPUESTA SALTENA",1,"0",2007,"22A"
"24632","APOLINARIO SARAVIA",1469,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",63,"0",2007,"22A"
"24633","APOLINARIO SARAVIA",1469,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",36,"0",2007,"22A"
"24636","APOLINARIO SARAVIA",1469,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"22A"
"24637","APOLINARIO SARAVIA",1469,"GOBERNADOR","CONCERTACION SALTENA",7,"0",2007,"22A"
"24638","APOLINARIO SARAVIA",1469,"SENADOR","CONCERTACION SALTENA",7,"0",2007,"22A"
"24650","APOLINARIO SARAVIA",1469,"GOBERNADOR","VOTOS EN BLANCO",17,"0",2007,"22A"
"24651","APOLINARIO SARAVIA",1469,"SENADOR","VOTOS EN BLANCO",25,"0",2007,"22A"
"24684","GENERAL GUEMES",3441,"GOBERNADOR","PJ - FRE.JU.VI.",146,"0",2007,"12B"
"24685","GENERAL GUEMES",3441,"DIPUTADO","PJ - FRE.JU.VI.",93,"0",2007,"12B"
"24693","GENERAL GUEMES",3441,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"12B"
"24700","GENERAL GUEMES",3441,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"12B"
"24701","GENERAL GUEMES",3441,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"12B"
"24704","GENERAL GUEMES",3441,"DIPUTADO","FRENTE GRANDE",0,"0",2007,"12B"
"24728","SALTA",1069,"DIPUTADO","CORRIENTE PATRIA LIBRE",28,"0",2007,"2D"
"24737","SALTA",1069,"DIPUTADO","UNION VICTORIA POPULAR",16,"0",2007,"2D"
"24741","SALTA",1069,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"0",2007,"2D"
"24742","SALTA",1069,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",1,"0",2007,"2D"
"24746","SALTA",1069,"GOBERNADOR","PARTIDO DEL OBRERO",12,"0",2007,"2D"
"24747","SALTA",1069,"DIPUTADO","PARTIDO DEL OBRERO",16,"0",2007,"2D"
"24750","SALTA",1069,"DIPUTADO","VECINOS UNIDOS",9,"0",2007,"2D"
"24752","SALTA",1069,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"0",2007,"2D"
"24753","SALTA",1069,"DIPUTADO","PARTIDO NUEVA GENERACION",2,"0",2007,"2D"
"24758","SALTA",1069,"GOBERNADOR","PROPUESTA SALTENA",13,"0",2007,"2D"
"24759","SALTA",1069,"DIPUTADO","PROPUESTA SALTENA",13,"0",2007,"2D"
"24767","SALTA",1069,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",101,"0",2007,"2D"
"24768","SALTA",1069,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",14,"0",2007,"2D"
"24771","SALTA",1069,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",2,"0",2007,"2D"
"24772","SALTA",1069,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",3,"0",2007,"2D"
"24775","SALTA",1069,"GOBERNADOR","CONCERTACION SALTENA",4,"0",2007,"2D"
"24776","SALTA",1069,"DIPUTADO","CONCERTACION SALTENA",4,"0",2007,"2D"
"24788","SALTA",1069,"GOBERNADOR","VOTOS EN BLANCO",15,"0",2007,"2D"
"24789","SALTA",1069,"DIPUTADO","VOTOS EN BLANCO",36,"0",2007,"2D"
"24822","SALTA",1026,"GOBERNADOR","PJ - FRE.JU.VI.",100,"1",2007,"1E"
"24823","SALTA",1026,"DIPUTADO","PJ - FRE.JU.VI.",83,"1",2007,"1E"
"24828","SALTA",1026,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",1,"1",2007,"1E"
"24834","SALTA",1026,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",4,"1",2007,"1E"
"24836","SALTA",1026,"GOBERNADOR","PARTIDO HUMANISTA",0,"1",2007,"1E"
"24837","SALTA",1026,"DIPUTADO","PARTIDO HUMANISTA",0,"1",2007,"1E"
"24846","SALTA",1026,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",2,"1",2007,"1E"
