"","VE","Year","Circuito","Municipio","Lista","GOBERNADOR","LEGISLADOR"
"3791",0,1,"43F",56,2,3,0
"3792",0,1,"43F",56,3,403,397
"3793",0,1,"43F",56,4,113,124
"3794",0,1,"43F",56,5,0,0
"3795",0,1,"43F",56,6,4,4
"3796",0,1,"43F",56,7,3,3
"3797",0,1,"43F",56,8,0,0
"3798",0,1,"43F",56,9999,5,5
"34",0,0,"103A",57,1,105,108
"35",0,0,"103A",57,2,0,0
"36",0,0,"103A",57,3,0,0
"37",0,0,"103A",57,4,0,0
"38",0,0,"103A",57,5,0,0
"39",0,0,"103A",57,6,0,0
"40",0,0,"103A",57,7,0,0
"41",0,0,"103A",57,8,0,0
"42",0,0,"103A",57,9,0,0
"43",0,0,"103A",57,10,15,11
"44",0,0,"103A",57,9999,3,4
"2899",0,1,"103A",57,1,7,8
"2900",0,1,"103A",57,2,0,0
"2901",0,1,"103A",57,3,109,103
"2902",0,1,"103A",57,4,2,1
"2903",0,1,"103A",57,5,0,0
"2904",0,1,"103A",57,6,0,0
"2905",0,1,"103A",57,7,0,0
"2906",0,1,"103A",57,8,0,0
"2907",0,1,"103A",57,9999,0,0
"837",0,0,"35A",58,1,904,912
"838",0,0,"35A",58,2,1,1
"839",0,0,"35A",58,3,2,2
"840",0,0,"35A",58,4,0,0
"841",0,0,"35A",58,5,0,0
"842",0,0,"35A",58,6,1,0
"843",0,0,"35A",58,7,1,1
"844",0,0,"35A",58,8,6,6
"845",0,0,"35A",58,9,1,0
"846",0,0,"35A",58,10,734,731
"847",0,0,"35A",58,9999,44,41
"3556",0,1,"35A",58,1,373,363
"3557",0,1,"35A",58,2,0,0
"3558",0,1,"35A",58,3,1162,1250
"3559",0,1,"35A",58,4,163,71
"3560",0,1,"35A",58,5,0,0
"3561",0,1,"35A",58,6,6,4
"3562",0,1,"35A",58,7,4,4
"3563",0,1,"35A",58,8,0,0
"3564",0,1,"35A",58,9999,23,21
"2850",0,0,"9A",59,1,1127,1104
"2851",0,0,"9A",59,2,25,37
"2852",0,0,"9A",59,3,53,0
"2853",0,0,"9A",59,4,5,0
"2854",0,0,"9A",59,5,45,0
"2855",0,0,"9A",59,6,39,0
"2856",0,0,"9A",59,7,8,0
"2857",0,0,"9A",59,8,80,77
"2858",0,0,"9A",59,9,4,0
"2859",0,0,"9A",59,10,1178,1025
"2860",0,0,"9A",59,9999,99,419
"2861",0,0,"9B",59,1,64,62
"2862",0,0,"9B",59,2,1,1
"2863",0,0,"9B",59,3,3,0
"2864",0,0,"9B",59,4,0,0
"2865",0,0,"9B",59,5,10,0
"2866",0,0,"9B",59,6,1,0
"2867",0,0,"9B",59,7,1,0
"2868",0,0,"9B",59,8,2,2
"2869",0,0,"9B",59,9,1,0
"2870",0,0,"9B",59,10,115,108
"2871",0,0,"9B",59,9999,7,32
"5203",0,1,"9A",59,1,152,118
"5204",0,1,"9A",59,2,54,0
"5205",0,1,"9A",59,3,1636,1716
"5206",0,1,"9A",59,4,1175,1023
"5207",0,1,"9A",59,5,93,0
"5208",0,1,"9A",59,6,86,0
"5209",0,1,"9A",59,7,45,0
"5210",0,1,"9A",59,8,9,0
"5211",0,1,"9A",59,9999,12,37
"5212",0,1,"9B",59,1,4,8
"5213",0,1,"9B",59,2,14,0
"5214",0,1,"9B",59,3,116,100
"5215",0,1,"9B",59,4,51,64
"5216",0,1,"9B",59,5,4,0
"5217",0,1,"9B",59,6,4,0
"5218",0,1,"9B",59,7,4,0
"5219",0,1,"9B",59,8,0,0
"5220",0,1,"9B",59,9999,8,33
