"","VE","Year","Circuito","Municipio","Lista","GOBERNADOR","LEGISLADOR"
"4426",0,1,"5F",49,7,35,44
"4427",0,1,"5F",49,8,8,9
"4428",0,1,"5F",49,9999,61,72
"4429",0,1,"5G",49,1,603,431
"4430",0,1,"5G",49,2,78,95
"4431",0,1,"5G",49,3,3287,2951
"4432",0,1,"5G",49,4,1831,1988
"4433",0,1,"5G",49,5,226,191
"4434",0,1,"5G",49,6,312,361
"4435",0,1,"5G",49,7,167,208
"4436",0,1,"5G",49,8,15,16
"4437",0,1,"5G",49,9999,72,142
"4438",0,1,"5I",49,1,955,668
"4439",0,1,"5I",49,2,78,82
"4440",0,1,"5I",49,3,4173,3899
"4441",0,1,"5I",49,4,2200,2355
"4442",0,1,"5I",49,5,209,183
"4443",0,1,"5I",49,6,340,384
"4444",0,1,"5I",49,7,145,187
"4445",0,1,"5I",49,8,18,19
"4446",0,1,"5I",49,9999,39,60
"4447",0,1,"5J",49,1,75,64
"4448",0,1,"5J",49,2,6,14
"4449",0,1,"5J",49,3,239,273
"4450",0,1,"5J",49,4,123,141
"4451",0,1,"5J",49,5,5,5
"4452",0,1,"5J",49,6,12,11
"4453",0,1,"5J",49,7,6,6
"4454",0,1,"5J",49,8,1,1
"4455",0,1,"5J",49,9999,3,3
"4456",0,1,"5K",49,1,109,78
"4457",0,1,"5K",49,2,15,15
"4458",0,1,"5K",49,3,553,519
"4459",0,1,"5K",49,4,296,315
"4460",0,1,"5K",49,5,33,30
"4461",0,1,"5K",49,6,56,55
"4462",0,1,"5K",49,7,18,30
"4463",0,1,"5K",49,8,2,2
"4464",0,1,"5K",49,9999,18,27
"4465",0,1,"5L",49,1,602,465
"4466",0,1,"5L",49,2,21,22
"4467",0,1,"5L",49,3,2858,2665
"4468",0,1,"5L",49,4,1466,1606
"4469",0,1,"5L",49,5,181,161
"4470",0,1,"5L",49,6,253,267
"4471",0,1,"5L",49,7,62,70
"4472",0,1,"5L",49,8,7,7
"4473",0,1,"5L",49,9999,29,35
"4474",0,1,"5M",49,1,152,113
"4475",0,1,"5M",49,2,29,33
"4476",0,1,"5M",49,3,793,721
"4477",0,1,"5M",49,4,483,516
"4478",0,1,"5M",49,5,54,46
"4479",0,1,"5M",49,6,69,80
"4480",0,1,"5M",49,7,48,56
"4481",0,1,"5M",49,8,3,3
"4482",0,1,"5M",49,9999,13,21
"4483",0,1,"5N",49,1,303,244
"4484",0,1,"5N",49,2,12,12
"4485",0,1,"5N",49,3,2415,2290
"4486",0,1,"5N",49,4,636,678
"4487",0,1,"5N",49,5,110,103
"4488",0,1,"5N",49,6,94,97
"4489",0,1,"5N",49,7,24,26
"4490",0,1,"5N",49,8,4,4
"4491",0,1,"5N",49,9999,26,39
"4690",0,1,"6A",49,1,428,345
"4691",0,1,"6A",49,2,13,13
"4692",0,1,"6A",49,3,2007,1893
"4693",0,1,"6A",49,4,904,974
"4694",0,1,"6A",49,5,76,68
"4695",0,1,"6A",49,6,125,138
"4696",0,1,"6A",49,7,41,47
"4697",0,1,"6A",49,8,9,11
"4698",0,1,"6A",49,9999,26,22
"4843",0,1,"7A",49,1,4,4
"4844",0,1,"7A",49,2,0,0
"4845",0,1,"7A",49,3,62,55
"4846",0,1,"7A",49,4,13,19
"4847",0,1,"7A",49,5,2,2
"4848",0,1,"7A",49,6,0,1
"4849",0,1,"7A",49,7,0,0
"4850",0,1,"7A",49,8,1,1
"4851",0,1,"7A",49,9999,0,0
"5298",1,0,"1A",49,1,1379,1147
"5299",1,0,"1A",49,2,18,31
"5300",1,0,"1A",49,3,145,178
"5301",1,0,"1A",49,4,12,12
"5302",1,0,"1A",49,5,222,277
"5303",1,0,"1A",49,6,75,86
"5304",1,0,"1A",49,7,26,32
"5305",1,0,"1A",49,8,92,177
"5306",1,0,"1A",49,9,16,21
"5307",1,0,"1A",49,10,1020,752
"5308",1,0,"1A",49,9999,155,449
"5309",1,0,"1B",49,1,1184,968
"5310",1,0,"1B",49,2,18,32
"5311",1,0,"1B",49,3,150,178
"5312",1,0,"1B",49,4,4,5
"5313",1,0,"1B",49,5,279,345
"5314",1,0,"1B",49,6,66,78
"5315",1,0,"1B",49,7,15,23
"5316",1,0,"1B",49,8,77,127
"5317",1,0,"1B",49,9,6,7
"5318",1,0,"1B",49,10,944,684
"5319",1,0,"1B",49,9999,116,412
"5320",1,0,"1C",49,1,1190,950
"5321",1,0,"1C",49,2,26,34
"5322",1,0,"1C",49,3,157,196
"5323",1,0,"1C",49,4,10,9
"5324",1,0,"1C",49,5,231,303
"5325",1,0,"1C",49,6,77,79
"5326",1,0,"1C",49,7,17,25
"5327",1,0,"1C",49,8,82,117
"5328",1,0,"1C",49,9,8,14
"5329",1,0,"1C",49,10,903,668
"5330",1,0,"1C",49,9999,190,501
"5331",1,0,"1D",49,1,1502,1158
"5332",1,0,"1D",49,2,33,38
"5333",1,0,"1D",49,3,197,239
"5334",1,0,"1D",49,4,9,11
"5335",1,0,"1D",49,5,360,452
"5336",1,0,"1D",49,6,71,95
"5337",1,0,"1D",49,7,25,36
"5338",1,0,"1D",49,8,102,160
"5339",1,0,"1D",49,9,15,16
"5340",1,0,"1D",49,10,1160,881
"5341",1,0,"1D",49,9999,155,548
"5342",1,0,"1E",49,1,1338,1126
"5343",1,0,"1E",49,2,26,33
"5344",1,0,"1E",49,3,110,119
"5345",1,0,"1E",49,4,14,14
"5346",1,0,"1E",49,5,187,237
"5347",1,0,"1E",49,6,89,98
"5348",1,0,"1E",49,7,25,31
"5349",1,0,"1E",49,8,118,184
"5350",1,0,"1E",49,9,9,14
"5351",1,0,"1E",49,10,1335,1074
"5352",1,0,"1E",49,9999,150,476
"5353",1,0,"1F",49,1,2720,2203
"5354",1,0,"1F",49,2,32,43
"5355",1,0,"1F",49,3,278,319
"5356",1,0,"1F",49,4,13,21
"5357",1,0,"1F",49,5,494,674
"5358",1,0,"1F",49,6,120,135
"5359",1,0,"1F",49,7,32,48
"5360",1,0,"1F",49,8,204,321
"5361",1,0,"1F",49,9,18,24
"5362",1,0,"1F",49,10,2256,1643
"5363",1,0,"1F",49,9999,215,966
"5364",1,0,"1G",49,1,2139,1899
"5365",1,0,"1G",49,2,34,45
"5366",1,0,"1G",49,3,186,216
"5367",1,0,"1G",49,4,14,19
"5368",1,0,"1G",49,5,334,407
"5369",1,0,"1G",49,6,110,116
"5370",1,0,"1G",49,7,29,39
"5371",1,0,"1G",49,8,202,312
"5372",1,0,"1G",49,9,22,32
"5373",1,0,"1G",49,10,2072,1617
"5374",1,0,"1G",49,9999,240,694
"5375",1,0,"2A",49,1,2313,2061
"5376",1,0,"2A",49,2,27,33
"5377",1,0,"2A",49,3,140,177
"5378",1,0,"2A",49,4,10,18
"5379",1,0,"2A",49,5,224,286
"5380",1,0,"2A",49,6,91,96
"5381",1,0,"2A",49,7,19,23
"5382",1,0,"2A",49,8,229,325
"5383",1,0,"2A",49,9,28,39
"5384",1,0,"2A",49,10,2361,1905
"5385",1,0,"2A",49,9999,200,687
"5386",1,0,"2B",49,1,1374,1191
"5387",1,0,"2B",49,2,25,26
"5388",1,0,"2B",49,3,110,136
"5389",1,0,"2B",49,4,8,10
"5390",1,0,"2B",49,5,142,168
"5391",1,0,"2B",49,6,43,46
"5392",1,0,"2B",49,7,14,18
"5393",1,0,"2B",49,8,106,182
"5394",1,0,"2B",49,9,10,14
"5395",1,0,"2B",49,10,1291,1015
"5396",1,0,"2B",49,9999,116,431
"5397",1,0,"2C",49,1,1904,1540
"5398",1,0,"2C",49,2,39,59
"5399",1,0,"2C",49,3,210,224
"5400",1,0,"2C",49,4,11,13
"5401",1,0,"2C",49,5,258,358
"5402",1,0,"2C",49,6,76,94
"5403",1,0,"2C",49,7,14,29
"5404",1,0,"2C",49,8,136,206
"5405",1,0,"2C",49,9,13,29
"5406",1,0,"2C",49,10,1495,1055
"5407",1,0,"2C",49,9999,236,788
"5408",1,0,"2E",49,1,964,869
"5409",1,0,"2E",49,2,17,24
"5410",1,0,"2E",49,3,46,72
"5411",1,0,"2E",49,4,5,7
"5412",1,0,"2E",49,5,86,94
"5413",1,0,"2E",49,6,32,32
"5414",1,0,"2E",49,7,5,7
"5415",1,0,"2E",49,8,84,139
"5416",1,0,"2E",49,9,8,11
"5417",1,0,"2E",49,10,970,813
"5418",1,0,"2E",49,9999,78,227
"5419",1,0,"2F",49,1,2028,1832
"5420",1,0,"2F",49,2,35,50
"5421",1,0,"2F",49,3,126,155
"5422",1,0,"2F",49,4,12,16
"5423",1,0,"2F",49,5,196,230
"5424",1,0,"2F",49,6,79,92
"5425",1,0,"2F",49,7,12,12
"5426",1,0,"2F",49,8,213,284
"5427",1,0,"2F",49,9,14,22
"5428",1,0,"2F",49,10,1925,1591
"5429",1,0,"2F",49,9999,217,577
"5430",1,0,"2M",49,1,1944,1819
"5431",1,0,"2M",49,2,17,19
"5432",1,0,"2M",49,3,66,124
"5433",1,0,"2M",49,4,9,11
"5434",1,0,"2M",49,5,141,159
"5435",1,0,"2M",49,6,44,53
"5436",1,0,"2M",49,7,17,16
"5437",1,0,"2M",49,8,147,212
"5438",1,0,"2M",49,9,12,13
"5439",1,0,"2M",49,10,2185,1815
"5440",1,0,"2M",49,9999,179,523
"5518",1,0,"3A",49,1,3027,2802
"5519",1,0,"3A",49,2,37,48
"5520",1,0,"3A",49,3,136,171
"5521",1,0,"3A",49,4,14,15
"5522",1,0,"3A",49,5,238,291
"5523",1,0,"3A",49,6,107,117
"5524",1,0,"3A",49,7,24,34
"5525",1,0,"3A",49,8,312,408
"5526",1,0,"3A",49,9,20,29
"5527",1,0,"3A",49,10,3576,2917
"5528",1,0,"3A",49,9999,384,1042
"5529",1,0,"3B",49,1,5543,5111
"5530",1,0,"3B",49,2,74,95
"5531",1,0,"3B",49,3,196,251
"5532",1,0,"3B",49,4,50,55
"5533",1,0,"3B",49,5,376,466
"5534",1,0,"3B",49,6,112,131
"5535",1,0,"3B",49,7,43,58
"5536",1,0,"3B",49,8,409,625
"5537",1,0,"3B",49,9,39,44
"5538",1,0,"3B",49,10,5371,4272
"5539",1,0,"3B",49,9999,576,1698
"5540",1,0,"3C",49,1,2323,2152
"5541",1,0,"3C",49,2,19,27
"5542",1,0,"3C",49,3,79,95
"5543",1,0,"3C",49,4,12,17
"5544",1,0,"3C",49,5,219,270
"5545",1,0,"3C",49,6,48,51
"5546",1,0,"3C",49,7,12,14
"5547",1,0,"3C",49,8,182,246
"5548",1,0,"3C",49,9,11,15
"5549",1,0,"3C",49,10,2898,2366
"5550",1,0,"3C",49,9999,229,783
"5551",1,0,"3D",49,1,1662,1582
"5552",1,0,"3D",49,2,20,27
"5553",1,0,"3D",49,3,52,69
"5554",1,0,"3D",49,4,11,13
"5555",1,0,"3D",49,5,117,144
"5556",1,0,"3D",49,6,43,42
"5557",1,0,"3D",49,7,14,19
"5558",1,0,"3D",49,8,167,229
"5559",1,0,"3D",49,9,10,15
"5560",1,0,"3D",49,10,1877,1519
"5561",1,0,"3D",49,9999,172,494
"5562",1,0,"3E",49,1,1925,1736
"5563",1,0,"3E",49,2,29,41
"5564",1,0,"3E",49,3,122,139
"5565",1,0,"3E",49,4,14,19
"5566",1,0,"3E",49,5,170,213
"5567",1,0,"3E",49,6,63,69
"5568",1,0,"3E",49,7,37,45
"5569",1,0,"3E",49,8,155,252
"5570",1,0,"3E",49,9,17,21
"5571",1,0,"3E",49,10,1890,1528
"5572",1,0,"3E",49,9999,196,559
"5573",1,0,"3F",49,1,2177,1964
"5574",1,0,"3F",49,2,35,38
"5575",1,0,"3F",49,3,93,109
"5576",1,0,"3F",49,4,15,16
"5577",1,0,"3F",49,5,211,241
"5578",1,0,"3F",49,6,76,74
"5579",1,0,"3F",49,7,45,64
"5580",1,0,"3F",49,8,236,338
"5581",1,0,"3F",49,9,14,13
"5582",1,0,"3F",49,10,2179,1751
"5583",1,0,"3F",49,9999,209,686
"5584",1,0,"3K",49,1,568,464
"5585",1,0,"3K",49,2,11,24
"5586",1,0,"3K",49,3,54,64
"5587",1,0,"3K",49,4,4,3
"5588",1,0,"3K",49,5,119,146
"5589",1,0,"3K",49,6,27,34
"5590",1,0,"3K",49,7,21,26
"5591",1,0,"3K",49,8,44,71
"5592",1,0,"3K",49,9,11,4
"5593",1,0,"3K",49,10,479,354
"5594",1,0,"3K",49,9999,35,183
"5628",1,0,"5D",49,1,1414,1372
"5629",1,0,"5D",49,2,19,25
"5630",1,0,"5D",49,3,75,102
"5631",1,0,"5D",49,4,4,6
"5632",1,0,"5D",49,5,109,138
"5633",1,0,"5D",49,6,55,62
"5634",1,0,"5D",49,7,8,10
"5635",1,0,"5D",49,8,138,172
"5636",1,0,"5D",49,9,13,13
"5637",1,0,"5D",49,10,1762,1444
"5638",1,0,"5D",49,9999,212,465
"5639",1,0,"5H",49,1,1301,1196
"5640",1,0,"5H",49,2,14,14
"5641",1,0,"5H",49,3,56,70
"5642",1,0,"5H",49,4,8,10
"5643",1,0,"5H",49,5,101,108
"5644",1,0,"5H",49,6,45,43
"5645",1,0,"5H",49,7,14,31
"5646",1,0,"5H",49,8,132,177
"5647",1,0,"5H",49,9,8,14
"5648",1,0,"5H",49,10,1140,908
"5649",1,0,"5H",49,9999,118,373
"5823",1,1,"1A",49,1,308,174
"5824",1,1,"1A",49,2,153,174
"5825",1,1,"1A",49,3,1456,1245
"5826",1,1,"1A",49,4,942,1167
"5827",1,1,"1A",49,5,132,90
"5828",1,1,"1A",49,6,150,198
"5829",1,1,"1A",49,7,122,160
"5830",1,1,"1A",49,8,9,7
"5831",1,1,"1A",49,9999,103,160
"5832",1,1,"1B",49,1,162,124
"5833",1,1,"1B",49,2,115,138
"5834",1,1,"1B",49,3,839,729
"5835",1,1,"1B",49,4,782,870
"5836",1,1,"1B",49,5,78,57
"5837",1,1,"1B",49,6,82,87
"5838",1,1,"1B",49,7,108,120
"5839",1,1,"1B",49,8,7,6
"5840",1,1,"1B",49,9999,71,113
"5841",1,1,"1C",49,1,233,138
"5842",1,1,"1C",49,2,138,168
"5843",1,1,"1C",49,3,1070,954
"5844",1,1,"1C",49,4,933,1059
"5845",1,1,"1C",49,5,96,72
"5846",1,1,"1C",49,6,95,125
"5847",1,1,"1C",49,7,129,129
"5848",1,1,"1C",49,8,3,2
"5849",1,1,"1C",49,9999,80,130
"5850",1,1,"1D",49,1,238,173
"5851",1,1,"1D",49,2,161,189
"5852",1,1,"1D",49,3,1300,1162
"5853",1,1,"1D",49,4,1108,1211
"5854",1,1,"1D",49,5,104,64
"5855",1,1,"1D",49,6,141,179
"5856",1,1,"1D",49,7,187,188
"5857",1,1,"1D",49,8,7,8
"5858",1,1,"1D",49,9999,109,181
"5859",1,1,"1E",49,1,302,158
"5860",1,1,"1E",49,2,79,93
"5861",1,1,"1E",49,3,1433,1279
"5862",1,1,"1E",49,4,866,1116
"5863",1,1,"1E",49,5,131,88
"5864",1,1,"1E",49,6,151,164
"5865",1,1,"1E",49,7,103,133
"5866",1,1,"1E",49,8,11,7
"5867",1,1,"1E",49,9999,88,126
"5868",1,1,"1F",49,1,578,336
"5869",1,1,"1F",49,2,290,332
"5870",1,1,"1F",49,3,2851,2517
"5871",1,1,"1F",49,4,1919,2313
"5872",1,1,"1F",49,5,276,165
"5873",1,1,"1F",49,6,310,373
"5874",1,1,"1F",49,7,271,325
"5875",1,1,"1F",49,8,14,18
"5876",1,1,"1F",49,9999,234,364
"5877",1,1,"1G",49,1,514,274
"5878",1,1,"1G",49,2,126,170
"5879",1,1,"1G",49,3,2340,2094
"5880",1,1,"1G",49,4,1388,1783
"5881",1,1,"1G",49,5,201,102
"5882",1,1,"1G",49,6,247,263
"5883",1,1,"1G",49,7,188,247
"5884",1,1,"1G",49,8,16,15
"5885",1,1,"1G",49,9999,207,279
"5886",1,1,"2A",49,1,565,298
"5887",1,1,"2A",49,2,108,102
"5888",1,1,"2A",49,3,2419,2194
"5889",1,1,"2A",49,4,1474,1947
"5890",1,1,"2A",49,5,176,87
"5891",1,1,"2A",49,6,233,254
"5892",1,1,"2A",49,7,117,142
"5893",1,1,"2A",49,8,19,21
"5894",1,1,"2A",49,9999,189,255
"5895",1,1,"2B",49,1,330,190
"5896",1,1,"2B",49,2,76,89
"5897",1,1,"2B",49,3,1417,1239
"5898",1,1,"2B",49,4,830,1106
"5899",1,1,"2B",49,5,113,65
"5900",1,1,"2B",49,6,119,140
"5901",1,1,"2B",49,7,98,100
"5902",1,1,"2B",49,8,13,21
"5903",1,1,"2B",49,9999,115,161
"5904",1,1,"2C",49,1,302,194
"5905",1,1,"2C",49,2,105,131
"5906",1,1,"2C",49,3,1571,1369
"5907",1,1,"2C",49,4,1128,1369
"5908",1,1,"2C",49,5,152,105
"5909",1,1,"2C",49,6,179,212
"5910",1,1,"2C",49,7,165,195
"5911",1,1,"2C",49,8,8,6
"5912",1,1,"2C",49,9999,116,145
"5913",1,1,"2E",49,1,180,100
"5914",1,1,"2E",49,2,29,34
"5915",1,1,"2E",49,3,760,687
"5916",1,1,"2E",49,4,468,607
"5917",1,1,"2E",49,5,68,42
"5918",1,1,"2E",49,6,80,88
"5919",1,1,"2E",49,7,55,64
"5920",1,1,"2E",49,8,3,3
"5921",1,1,"2E",49,9999,65,83
"5922",1,1,"2F",49,1,467,241
"5923",1,1,"2F",49,2,61,84
"5924",1,1,"2F",49,3,2103,1890
"5925",1,1,"2F",49,4,1203,1562
"5926",1,1,"2F",49,5,136,72
"5927",1,1,"2F",49,6,201,240
"5928",1,1,"2F",49,7,117,139
"5929",1,1,"2F",49,8,10,7
"5930",1,1,"2F",49,9999,117,180
"5931",1,1,"2M",49,1,661,392
"5932",1,1,"2M",49,2,35,48
"5933",1,1,"2M",49,3,2493,2252
"5934",1,1,"2M",49,4,1204,1642
"5935",1,1,"2M",49,5,143,77
"5936",1,1,"2M",49,6,162,196
"5937",1,1,"2M",49,7,108,129
"5938",1,1,"2M",49,8,6,13
"5939",1,1,"2M",49,9999,158,221
"6003",1,1,"3A",49,1,928,473
"6004",1,1,"3A",49,2,128,121
"6005",1,1,"3A",49,3,4930,4382
"6006",1,1,"3A",49,4,1928,2751
"6007",1,1,"3A",49,5,288,184
"6008",1,1,"3A",49,6,332,407
"6009",1,1,"3A",49,7,190,289
"6010",1,1,"3A",49,8,19,26
"6011",1,1,"3A",49,9999,393,503
"6012",1,1,"3B",49,1,1815,959
"6013",1,1,"3B",49,2,154,167
"6014",1,1,"3B",49,3,6525,5809
"6015",1,1,"3B",49,4,3261,4497
"6016",1,1,"3B",49,5,499,315
"6017",1,1,"3B",49,6,535,736
"6018",1,1,"3B",49,7,246,400
"6019",1,1,"3B",49,8,31,32
"6020",1,1,"3B",49,9999,454,605
"6021",1,1,"3C",49,1,637,321
"6022",1,1,"3C",49,2,43,43
"6023",1,1,"3C",49,3,3229,2895
"6024",1,1,"3C",49,4,1499,2078
"6025",1,1,"3C",49,5,197,137
"6026",1,1,"3C",49,6,235,248
"6027",1,1,"3C",49,7,65,93
"6028",1,1,"3C",49,8,20,25
"6029",1,1,"3C",49,9999,274,359
"6030",1,1,"3D",49,1,477,250
"6031",1,1,"3D",49,2,16,24
"6032",1,1,"3D",49,3,2273,2056
"6033",1,1,"3D",49,4,1099,1494
"6034",1,1,"3D",49,5,114,68
"6035",1,1,"3D",49,6,207,227
"6036",1,1,"3D",49,7,67,99
"6037",1,1,"3D",49,8,17,8
"6038",1,1,"3D",49,9999,175,219
"6039",1,1,"3E",49,1,465,226
"6040",1,1,"3E",49,2,67,72
"6041",1,1,"3E",49,3,1939,1773
"6042",1,1,"3E",49,4,1048,1402
"6043",1,1,"3E",49,5,155,87
"6044",1,1,"3E",49,6,174,202
"6045",1,1,"3E",49,7,119,143
"6046",1,1,"3E",49,8,6,8
"6047",1,1,"3E",49,9999,160,220
"6048",1,1,"3F",49,1,525,287
"6049",1,1,"3F",49,2,54,60
"6050",1,1,"3F",49,3,2337,2062
"6051",1,1,"3F",49,4,1329,1731
"6052",1,1,"3F",49,5,121,75
"6053",1,1,"3F",49,6,251,275
"6054",1,1,"3F",49,7,79,140
"6055",1,1,"3F",49,8,11,18
"6056",1,1,"3F",49,9999,148,207
"6057",1,1,"3K",49,1,207,109
"6058",1,1,"3K",49,2,115,125
"6059",1,1,"3K",49,3,982,874
"6060",1,1,"3K",49,4,620,788
"6061",1,1,"3K",49,5,107,85
"6062",1,1,"3K",49,6,60,83
"6063",1,1,"3K",49,7,86,93
"6064",1,1,"3K",49,8,5,3
"6065",1,1,"3K",49,9999,78,100
"6093",1,1,"5D",49,1,465,236
"6094",1,1,"5D",49,2,45,47
"6095",1,1,"5D",49,3,2220,1950
"6096",1,1,"5D",49,4,1233,1673
"6097",1,1,"5D",49,5,120,78
"6098",1,1,"5D",49,6,189,219
"6099",1,1,"5D",49,7,104,110
"6100",1,1,"5D",49,8,13,21
"6101",1,1,"5D",49,9999,177,232
"6102",1,1,"5H",49,1,374,186
"6103",1,1,"5H",49,2,29,40
"6104",1,1,"5H",49,3,1603,1469
"6105",1,1,"5H",49,4,756,1023
"6106",1,1,"5H",49,5,113,76
"6107",1,1,"5H",49,6,176,200
"6108",1,1,"5H",49,7,77,96
"6109",1,1,"5H",49,8,9,6
"6110",1,1,"5H",49,9999,108,149
"2377",0,0,"79A",50,1,588,539
"2378",0,0,"79A",50,2,2,0
"2379",0,0,"79A",50,3,8,0
"2380",0,0,"79A",50,4,0,0
"2381",0,0,"79A",50,5,5,0
"2382",0,0,"79A",50,6,4,0
"2383",0,0,"79A",50,7,5,0
"2384",0,0,"79A",50,8,2,0
"2385",0,0,"79A",50,9,0,0
"2386",0,0,"79A",50,10,628,686
"2387",0,0,"79A",50,9999,29,48
"2399",0,0,"79C",50,1,77,70
"2400",0,0,"79C",50,2,1,0
"2401",0,0,"79C",50,3,3,0
"2402",0,0,"79C",50,4,0,0
"2403",0,0,"79C",50,5,3,2
"2404",0,0,"79C",50,6,1,0
"2405",0,0,"79C",50,7,0,0
"2406",0,0,"79C",50,8,4,0
"2407",0,0,"79C",50,9,0,0
"2408",0,0,"79C",50,10,105,117
"2409",0,0,"79C",50,9999,13,19
"2421",0,0,"80A",50,1,62,47
"2422",0,0,"80A",50,2,0,0
"2423",0,0,"80A",50,3,2,0
"2424",0,0,"80A",50,4,0,0
"2425",0,0,"80A",50,5,0,0
"2426",0,0,"80A",50,6,0,0
"2427",0,0,"80A",50,7,0,0
"2428",0,0,"80A",50,8,0,0
"2429",0,0,"80A",50,9,0,0
"2430",0,0,"80A",50,10,43,59
"2431",0,0,"80A",50,9999,3,4
"2432",0,0,"81A",50,1,120,102
"2433",0,0,"81A",50,2,0,0
"2434",0,0,"81A",50,3,0,0
"2435",0,0,"81A",50,4,0,0
"2436",0,0,"81A",50,5,0,0
"2437",0,0,"81A",50,6,0,0
"2438",0,0,"81A",50,7,0,0
"2439",0,0,"81A",50,8,0,0
"2440",0,0,"81A",50,9,0,0
"2441",0,0,"81A",50,10,106,121
"2442",0,0,"81A",50,9999,7,10
"4816",0,1,"79A",50,1,33,35
"4817",0,1,"79A",50,2,1,0
"4818",0,1,"79A",50,3,863,1035
"4819",0,1,"79A",50,4,399,245
"4820",0,1,"79A",50,5,8,0
"4821",0,1,"79A",50,6,9,0
"4822",0,1,"79A",50,7,7,0
"4823",0,1,"79A",50,8,2,0
"4824",0,1,"79A",50,9999,1,1
"4834",0,1,"79C",50,1,1,3
"4835",0,1,"79C",50,2,0,0
"4836",0,1,"79C",50,3,142,144
"4837",0,1,"79C",50,4,51,43
"4838",0,1,"79C",50,5,0,0
"4839",0,1,"79C",50,6,0,0
"4840",0,1,"79C",50,7,3,0
"4841",0,1,"79C",50,8,0,0
"4842",0,1,"79C",50,9999,0,0
"4852",0,1,"80A",50,1,3,6
"4853",0,1,"80A",50,2,0,0
"4854",0,1,"80A",50,3,67,76
"4855",0,1,"80A",50,4,20,8
"4856",0,1,"80A",50,5,0,0
"4857",0,1,"80A",50,6,0,0
"4858",0,1,"80A",50,7,0,0
"4859",0,1,"80A",50,8,0,0
"4860",0,1,"80A",50,9999,0,0
"4861",0,1,"81A",50,1,6,2
"4862",0,1,"81A",50,2,0,0
"4863",0,1,"81A",50,3,154,163
"4864",0,1,"81A",50,4,48,32
"4865",0,1,"81A",50,5,0,0
"4866",0,1,"81A",50,6,0,0
"4867",0,1,"81A",50,7,0,0
"4868",0,1,"81A",50,8,0,0
"4869",0,1,"81A",50,9999,3,15
"5221",1,0,"15A",51,1,917,1007
"5222",1,0,"15A",51,2,21,35
"5223",1,0,"15A",51,3,81,103
"5224",1,0,"15A",51,4,1,0
"5225",1,0,"15A",51,5,17,0
"5226",1,0,"15A",51,6,25,0
"5227",1,0,"15A",51,7,4,0
"5228",1,0,"15A",51,8,13,0
"5229",1,0,"15A",51,9,5,0
"5230",1,0,"15A",51,10,1817,1369
"5231",1,0,"15A",51,9999,162,551
"5232",1,0,"15B",51,1,707,797
"5233",1,0,"15B",51,2,18,30
"5234",1,0,"15B",51,3,63,74
"5235",1,0,"15B",51,4,4,0
"5236",1,0,"15B",51,5,10,0
"5237",1,0,"15B",51,6,23,0
"5238",1,0,"15B",51,7,7,0
"5239",1,0,"15B",51,8,9,0
"5240",1,0,"15B",51,9,2,0
"5241",1,0,"15B",51,10,1384,1020
"5242",1,0,"15B",51,9999,137,444
"5243",1,0,"15C",51,1,1064,1182
"5244",1,0,"15C",51,2,27,35
"5245",1,0,"15C",51,3,73,94
"5246",1,0,"15C",51,4,8,0
"5247",1,0,"15C",51,5,22,0
"5248",1,0,"15C",51,6,21,0
"5249",1,0,"15C",51,7,10,0
"5250",1,0,"15C",51,8,13,0
"5251",1,0,"15C",51,9,6,0
"5252",1,0,"15C",51,10,2288,1806
"5253",1,0,"15C",51,9999,263,687
"5254",1,0,"15D",51,1,1154,1205
"5255",1,0,"15D",51,2,44,64
"5256",1,0,"15D",51,3,112,126
"5257",1,0,"15D",51,4,5,0
"5258",1,0,"15D",51,5,19,0
"5259",1,0,"15D",51,6,23,0
"5260",1,0,"15D",51,7,4,0
"5261",1,0,"15D",51,8,11,0
"5262",1,0,"15D",51,9,7,0
"5263",1,0,"15D",51,10,2539,1959
"5264",1,0,"15D",51,9999,257,828
"5265",1,0,"15E",51,1,131,134
"5266",1,0,"15E",51,2,2,3
"5267",1,0,"15E",51,3,14,14
"5268",1,0,"15E",51,4,0,0
"5269",1,0,"15E",51,5,3,0
"5270",1,0,"15E",51,6,4,0
"5271",1,0,"15E",51,7,0,0
"5272",1,0,"15E",51,8,5,0
"5273",1,0,"15E",51,9,1,0
"5274",1,0,"15E",51,10,231,192
"5275",1,0,"15E",51,9999,24,72
"5276",1,0,"15F",51,1,50,55
"5277",1,0,"15F",51,2,1,1
"5278",1,0,"15F",51,3,5,5
"5279",1,0,"15F",51,4,0,0
"5280",1,0,"15F",51,5,4,0
"5281",1,0,"15F",51,6,0,0
"5282",1,0,"15F",51,7,0,0
"5283",1,0,"15F",51,8,0,0
"5284",1,0,"15F",51,9,0,0
"5285",1,0,"15F",51,10,88,76
"5286",1,0,"15F",51,9999,11,22
"5287",1,0,"15G",51,1,56,63
"5288",1,0,"15G",51,2,0,0
"5289",1,0,"15G",51,3,7,7
"5290",1,0,"15G",51,4,1,0
"5291",1,0,"15G",51,5,0,0
"5292",1,0,"15G",51,6,0,0
"5293",1,0,"15G",51,7,0,0
"5294",1,0,"15G",51,8,2,0
"5295",1,0,"15G",51,9,0,0
"5296",1,0,"15G",51,10,122,94
"5297",1,0,"15G",51,9999,11,35
"5760",1,1,"15A",51,1,256,307
"5761",1,1,"15A",51,2,13,0
"5762",1,1,"15A",51,3,1541,1909
"5763",1,1,"15A",51,4,917,455
